Iteration,Confidence Score,x_min,y_min,x_max,y_max,Label
1267,0.3,801,382,1341,670,wheel
1268,0.3,801,381,1340,669,wheel
1269,0.3,801,380,1339,667,wheel
1270,0.3,801,380,1338,666,wheel
1271,0.3,801,379,1338,665,wheel
1272,0.3,801,379,1337,664,wheel
1273,0.3,800,378,1336,663,wheel
1274,0.3,800,377,1335,661,wheel
1275,0.3,800,377,1334,660,wheel
1276,0.3,800,376,1333,659,wheel
1277,0.3,800,375,1332,658,wheel
1278,0.3,800,375,1332,656,wheel
1279,0.3,800,374,1331,655,wheel
1280,0.3,800,373,1330,654,wheel
1281,0.3,800,373,1329,653,wheel
1282,0.3,800,372,1328,651,wheel
1283,0.3,800,371,1327,650,wheel
1284,0.3,799,371,1326,649,wheel
1285,0.3,799,370,1326,648,wheel
1286,0.3,799,369,1325,647,wheel
1287,0.3,799,369,1324,645,wheel
1288,0.3,799,368,1323,644,wheel
1289,0.3,799,367,1322,643,wheel
1290,0.3,799,367,1321,642,wheel
1291,0.3,799,366,1321,640,wheel
1292,0.3,799,365,1320,639,wheel
1293,0.3,799,365,1319,638,wheel
1294,0.3,799,364,1318,637,wheel
1295,0.3,798,363,1317,636,wheel
1296,0.3,798,363,1316,634,wheel
1297,0.3,798,362,1315,633,wheel
1298,0.3,798,361,1315,632,wheel
1299,0.3,798,361,1314,631,wheel
1300,0.3,798,360,1313,629,wheel
1301,0.3,798,359,1312,628,wheel
1302,0.3,798,359,1311,627,wheel
1303,0.3,798,358,1310,626,wheel
1304,0.3,798,357,1309,624,wheel
1305,0.3,798,357,1309,623,wheel
1306,0.3,798,356,1308,622,wheel
1307,0.3,797,355,1307,621,wheel
1308,0.3,797,355,1306,620,wheel
1309,0.3,797,354,1305,618,wheel
1310,0.3,797,353,1304,617,wheel
1311,0.3,797,353,1303,616,wheel
1312,0.3,797,352,1303,615,wheel
1313,0.3,797,351,1302,613,wheel
1314,0.3,797,351,1301,612,wheel
1315,0.3,797,350,1300,611,wheel
1316,0.3,797,349,1299,610,wheel
1317,0.3,797,349,1298,608,wheel
1318,0.3,796,348,1297,607,wheel
1319,0.3,796,348,1297,606,wheel
1320,0.3,796,347,1296,605,wheel
1321,0.3,796,346,1295,604,wheel
1322,0.3,796,346,1294,602,wheel
1323,0.3,796,345,1293,601,wheel
1324,0.3,796,344,1292,600,wheel
1325,0.3,796,344,1291,599,wheel
1326,0.3,796,343,1291,597,wheel
1327,0.3,796,342,1290,596,wheel
1328,0.3,796,342,1289,595,wheel
1329,0.3,795,341,1288,594,wheel
1330,0.3,795,340,1287,593,wheel
1331,0.3,795,340,1286,591,wheel
1332,0.3,795,339,1285,590,wheel
1333,0.3,795,338,1285,589,wheel
1334,0.3,795,338,1284,588,wheel
1335,0.3,795,337,1283,586,wheel
1336,0.3,795,336,1282,585,wheel
1337,0.3,795,336,1281,584,wheel
1338,0.3,795,335,1280,583,wheel
1339,0.3,795,334,1280,581,wheel
1340,0.3,795,334,1279,580,wheel
1341,0.3,794,333,1278,579,wheel
1342,0.3,794,332,1277,578,wheel
1343,0.3,794,332,1276,577,wheel
1344,0.3,794,331,1275,575,wheel
1345,0.3,794,330,1274,574,wheel
1346,0.3,794,330,1274,573,wheel
1347,0.3,794,329,1273,572,wheel
1348,0.3,794,328,1272,570,wheel
1349,0.3,794,328,1271,569,wheel
1350,0.3,794,327,1270,568,wheel
1351,0.3,794,326,1269,567,wheel
1352,0.3,793,326,1268,566,wheel
1353,0.3,793,325,1268,564,wheel
1354,0.3,793,324,1267,563,wheel
1355,0.3,793,324,1266,562,wheel
1356,0.3,793,323,1265,561,wheel
1357,0.3,793,322,1264,559,wheel
1358,0.3,793,322,1263,558,wheel
1359,0.3,793,321,1262,557,wheel
1360,0.3,793,320,1262,556,wheel
1361,0.3,793,320,1261,554,wheel
1362,0.3,793,319,1260,553,wheel
1363,0.3,793,319,1259,552,wheel
1364,0.3,792,318,1258,551,wheel
1365,0.3,792,317,1257,550,wheel
1366,0.3,792,317,1256,548,wheel
1367,0.3,792,316,1256,547,wheel
1368,0.3,792,315,1255,546,wheel
1369,0.3,792,315,1254,545,wheel
1370,0.3,792,314,1253,543,wheel
1371,0.3,792,313,1252,542,wheel
1372,0.3,792,313,1251,541,wheel
1373,0.3,792,312,1250,540,wheel
1374,0.3,792,311,1250,538,wheel
1375,0.3,791,311,1249,537,wheel
1376,0.3,791,310,1248,536,wheel
1377,0.3,791,309,1247,535,wheel
1378,0.3,791,309,1246,534,wheel
1379,0.3,791,308,1245,532,wheel
1380,0.3,791,307,1244,531,wheel
1381,0.3,791,307,1244,530,wheel
1382,0.3,791,306,1243,529,wheel
1383,0.3,791,305,1242,527,wheel
1384,0.3,791,305,1241,526,wheel
1385,0.3,791,304,1240,525,wheel
1386,0.3,790,303,1239,524,wheel
1387,0.3,790,303,1238,523,wheel
1388,0.3,790,302,1238,521,wheel
1389,0.3,790,301,1237,520,wheel
1390,0.3,790,301,1236,519,wheel
1391,0.3,790,300,1235,518,wheel
1392,0.3,790,299,1234,516,wheel
1393,0.3,790,299,1233,515,wheel
1394,0.3,790,298,1233,514,wheel
1395,0.3,790,297,1232,513,wheel
1396,0.3,790,297,1231,511,wheel
1397,0.3,790,296,1230,510,wheel
1398,0.3,789,295,1229,509,wheel
1399,0.3,789,295,1228,508,wheel
1400,0.3,789,294,1227,507,wheel
1401,0.3,789,293,1227,505,wheel
1402,0.3,789,293,1226,504,wheel
1403,0.3,789,292,1225,503,wheel
1404,0.3,789,291,1224,502,wheel
1405,0.3,789,291,1223,500,wheel
1406,0.3,789,290,1222,499,wheel
1407,0.3,789,289,1221,498,wheel
1408,0.3,789,289,1221,497,wheel
1409,0.3,788,288,1220,496,wheel
1410,0.3,788,288,1219,494,wheel
1411,0.3,788,287,1218,493,wheel
1412,0.3,788,286,1217,492,wheel
1413,0.3,788,286,1216,491,wheel
1414,0.3,788,285,1215,489,wheel
1415,0.3,788,284,1215,488,wheel
1416,0.3,788,284,1214,487,wheel
1417,0.3,788,283,1213,486,wheel
1418,0.3,788,282,1212,484,wheel
1419,0.3,788,282,1211,483,wheel
1420,0.3,787,281,1210,482,wheel
1421,0.3,787,280,1209,481,wheel
1422,0.3,787,280,1209,480,wheel
1423,0.3,787,279,1208,478,wheel
1424,0.3,787,278,1207,477,wheel
1425,0.3,787,278,1206,476,wheel
1426,0.3,787,277,1205,475,wheel
1427,0.3,787,276,1204,473,wheel
1428,0.3,787,276,1203,472,wheel
1429,0.3,787,275,1203,471,wheel
1430,0.3,787,274,1202,470,wheel
1431,0.3,787,274,1201,468,wheel
1432,0.3,786,273,1200,467,wheel
1433,0.3,786,272,1199,466,wheel
1434,0.3,786,272,1198,465,wheel
1435,0.3,786,271,1197,464,wheel
1436,0.3,786,270,1197,462,wheel
1437,0.3,786,270,1196,461,wheel
1438,0.3,786,269,1195,460,wheel
1439,0.3,786,268,1194,459,wheel
1440,0.3,786,268,1193,457,wheel
1441,0.3,786,267,1192,456,wheel
1442,0.3,786,266,1192,455,wheel
1443,0.3,785,266,1191,454,wheel
1444,0.3,785,265,1190,453,wheel
1445,0.3,785,264,1189,451,wheel
1446,0.3,785,264,1188,450,wheel
1447,0.3,785,263,1187,449,wheel
1448,0.3,785,262,1186,448,wheel
1449,0.3,785,262,1186,446,wheel
1450,0.3,785,261,1185,445,wheel
1451,0.3,785,260,1184,444,wheel
1452,0.3,785,260,1183,443,wheel
1453,0.3,785,259,1182,441,wheel
1454,0.3,785,259,1181,440,wheel
1455,0.3,784,258,1180,439,wheel
1456,0.3,784,257,1180,438,wheel
1457,0.3,784,257,1179,437,wheel
1458,0.3,784,256,1178,435,wheel
1459,0.3,784,255,1177,434,wheel
1460,0.3,784,255,1176,433,wheel
1461,0.3,784,254,1175,432,wheel
1462,0.3,784,253,1174,430,wheel
1463,0.3,784,253,1174,429,wheel
1464,0.3,784,252,1173,428,wheel
1465,0.3,784,251,1172,427,wheel
1466,0.3,783,251,1171,426,wheel
1467,0.3,783,250,1170,424,wheel
1468,0.3,783,249,1169,423,wheel
1469,0.3,783,249,1168,422,wheel
1470,0.3,783,248,1168,421,wheel
1471,0.3,783,247,1167,419,wheel
1472,0.3,783,247,1166,418,wheel
1473,0.3,783,246,1165,417,wheel
1474,0.3,783,245,1164,416,wheel
1475,0.3,783,245,1163,414,wheel
1476,0.3,783,244,1162,413,wheel
1477,0.3,782,243,1162,412,wheel
1478,0.3,782,243,1161,411,wheel
1479,0.3,782,242,1160,410,wheel
1480,0.3,782,241,1159,408,wheel
1481,0.3,782,241,1158,407,wheel
1482,0.3,782,240,1157,406,wheel
1483,0.3,782,239,1156,405,wheel
1484,0.3,782,239,1156,403,wheel
1485,0.3,782,238,1155,402,wheel
1486,0.3,782,237,1154,401,wheel
1487,0.3,782,237,1153,400,wheel
1488,0.3,782,236,1152,398,wheel
1489,0.3,781,235,1151,397,wheel
1490,0.3,781,235,1150,396,wheel
1491,0.3,781,234,1150,395,wheel
1492,0.3,781,233,1149,394,wheel
1493,0.3,781,233,1148,392,wheel
1494,0.3,781,232,1147,391,wheel
1495,0.3,781,231,1146,390,wheel
1496,0.3,781,231,1145,389,wheel
1497,0.3,781,230,1145,387,wheel
1498,0.3,781,229,1144,386,wheel
1499,0.3,781,229,1143,385,wheel
1500,0.3,780,228,1142,384,wheel
1501,0.3,780,228,1141,383,wheel
1502,0.3,780,227,1140,381,wheel
1503,0.3,780,226,1139,380,wheel
1504,0.3,780,226,1139,379,wheel
1505,0.3,780,225,1138,378,wheel
1506,0.3,780,224,1137,376,wheel
1507,0.3,780,224,1136,375,wheel
1508,0.3,780,223,1135,374,wheel
1509,0.3,780,222,1134,373,wheel
1510,0.3,780,222,1133,371,wheel
1511,0.3,779,221,1133,370,wheel
1512,0.3,779,220,1132,369,wheel
1513,0.3,779,220,1131,368,wheel
1514,0.3,779,219,1130,367,wheel
1515,0.3,779,218,1129,365,wheel
1516,0.3,779,218,1128,364,wheel
1517,0.3,779,217,1127,363,wheel
1518,0.3,779,216,1127,362,wheel
1519,0.3,779,216,1126,360,wheel
1520,0.3,779,215,1125,359,wheel
1521,0.3,779,214,1124,358,wheel
1522,0.3,779,214,1123,357,wheel
1523,0.3,778,213,1122,356,wheel
1524,0.3,778,212,1121,354,wheel
1525,0.3,778,212,1121,353,wheel
1526,0.3,778,211,1120,352,wheel
1527,0.3,778,210,1119,351,wheel
1528,0.3,778,210,1118,349,wheel
1529,0.3,778,209,1117,348,wheel
1530,0.3,778,208,1116,347,wheel
1531,0.3,778,208,1115,346,wheel
1532,0.3,778,207,1115,344,wheel
1533,0.3,778,206,1114,343,wheel
1534,0.3,777,206,1113,342,wheel
1535,0.3,777,205,1112,341,wheel
1536,0.3,777,204,1111,340,wheel
1537,0.3,777,204,1110,338,wheel
1538,0.3,777,203,1109,337,wheel
1539,0.3,777,202,1109,336,wheel
1540,0.3,777,202,1108,335,wheel
1541,0.3,777,201,1107,333,wheel
1542,0.3,777,200,1106,332,wheel
1543,0.3,777,200,1105,331,wheel
1544,0.3,777,199,1104,330,wheel
1545,0.47317034,777,199,1104,329,truck
1546,0.3,760,198,1085,326,truck
1547,0.47256175,744,197,1066,324,truck
1548,0.3,725,196,1050,322,truck
1549,0.3,707,195,1035,321,truck
1550,0.45883366,689,194,1020,320,truck
1551,0.4513265,672,192,1003,318,truck
1552,0.47901624,658,193,985,317,truck
1553,0.4685475,640,194,970,315,truck
1554,0.47511825,631,194,946,315,truck
1555,0.3,617,193,930,313,truck
1556,0.45205212,603,193,914,312,truck
1557,0.3,592,193,900,311,truck
1558,0.3,582,193,886,311,truck
1559,0.48425815,572,193,872,311,truck
1560,0.3,556,193,853,310,truck
1561,0.3,541,194,834,310,truck
1562,0.3,525,194,815,309,truck
1563,0.45859116,510,195,797,309,truck
1564,0.51391244,507,195,781,312,truck
1565,0.49572763,507,196,763,312,truck
1566,0.3,496,196,752,312,truck
1567,0.46684557,486,196,742,312,truck
1568,0.3,478,196,736,311,truck
1569,0.52561235,471,197,730,311,truck
1570,0.5185462,460,198,689,311,truck
1571,0.45326185,451,197,669,311,truck
1572,0.46368712,442,196,664,311,truck
