frame,labels,scores,boxes
1160,"['car', 'car', 'car']","[0.9627270698547363, 0.7877969145774841, 0.9742233157157898]","[[157, 360, 373, 487], [322, 242, 406, 304], [686, 247, 862, 308]]"
1161,"['car', 'car', 'car']","[0.9703027009963989, 0.8268275856971741, 0.9747565984725952]","[[168, 361, 429, 493], [322, 242, 407, 304], [665, 247, 844, 306]]"
1162,"['car', 'car']","[0.9680099487304688, 0.9724896550178528]","[[180, 357, 429, 499], [649, 247, 828, 307]]"
1163,"['car', 'car']","[0.9750712513923645, 0.9773282408714294]","[[190, 353, 447, 503], [639, 247, 808, 307]]"
1164,"['car', 'car']","[0.9731441736221313, 0.9775962829589844]","[[207, 365, 478, 512], [624, 246, 790, 307]]"
1165,"['car', 'car', 'car']","[0.9759140610694885, 0.9774671196937561, 0.8049728274345398]","[[222, 361, 510, 520], [610, 246, 780, 308], [321, 242, 407, 304]]"
1166,"['car', 'car']","[0.97496098279953, 0.9785099625587463]","[[236, 359, 544, 528], [596, 246, 761, 307]]"
1167,"['car', 'car']","[0.9776893258094788, 0.9705728888511658]","[[256, 357, 583, 536], [583, 248, 743, 305]]"
1168,"['car', 'car']","[0.965657114982605, 0.9791239500045776]","[[572, 249, 726, 305], [276, 356, 622, 547]]"
1169,"['car', 'car']","[0.9700310230255127, 0.9746327996253967]","[[556, 250, 711, 305], [297, 358, 668, 558]]"
1170,"['car', 'car']","[0.9771662354469299, 0.9716212749481201]","[[547, 248, 698, 305], [320, 359, 713, 570]]"
1171,"['car', 'car']","[0.9730131030082703, 0.9691698551177979]","[[542, 250, 684, 304], [342, 361, 767, 582]]"
1172,"['car', 'car']","[0.9657238721847534, 0.9727493524551392]","[[545, 250, 674, 304], [375, 361, 852, 596]]"
1173,"['car', 'car']","[0.9734346866607666, 0.9714162349700928]","[[543, 251, 652, 306], [405, 365, 880, 611]]"
1174,"['car', 'car']","[0.9671561121940613, 0.9727826714515686]","[[537, 250, 639, 305], [442, 367, 945, 626]]"
1175,"['car', 'car', 'car']","[0.81282639503479, 0.9500380158424377, 0.9708720445632935]","[[483, 272, 544, 305], [491, 251, 626, 305], [481, 371, 1014, 645]]"
1176,"['car', 'car', 'car']","[0.9428808689117432, 0.9721560478210449, 0.8120137453079224]","[[481, 252, 610, 311], [522, 374, 1085, 666], [478, 263, 516, 303]]"
1177,"['car', 'car']","[0.9459709525108337, 0.9670936465263367]","[[469, 253, 598, 305], [569, 381, 1160, 683]]"
1178,"['car', 'car', 'car']","[0.934353232383728, 0.9541206955909729, 0.9644255638122559]","[[457, 266, 521, 306], [518, 253, 589, 301], [602, 385, 1223, 703]]"
1179,"['car', 'car', 'car']","[0.9615191221237183, 0.9504416584968567, 0.9654632806777954]","[[449, 260, 550, 306], [523, 252, 578, 300], [677, 393, 1294, 726]]"
1180,"['car', 'car', 'car']","[0.9759535193443298, 0.9101593494415283, 0.9578126668930054]","[[441, 258, 517, 305], [524, 251, 565, 291], [735, 400, 1376, 747]]"
1181,"['car', 'car', 'car']","[0.980247974395752, 0.8646363019943237, 0.9569336771965027]","[[431, 258, 514, 306], [522, 250, 552, 290], [812, 408, 1428, 768]]"
1182,"['car', 'car', 'car']","[0.9789608120918274, 0.8576868772506714, 0.9537804126739502]","[[422, 259, 513, 307], [514, 251, 544, 292], [881, 425, 1429, 786]]"
1183,"['car', 'car']","[0.9761434197425842, 0.9663533568382263]","[[415, 258, 514, 308], [957, 469, 1431, 783]]"
1184,"['car', 'car']","[0.9757652878761292, 0.9629024863243103]","[[415, 258, 514, 308], [957, 469, 1430, 782]]"
1185,"['car', 'car']","[0.9748560190200806, 0.9603996276855469]","[[407, 258, 514, 308], [1053, 467, 1431, 732]]"
1186,"['car', 'car']","[0.9776949882507324, 0.9673113226890564]","[[399, 257, 512, 309], [1138, 491, 1430, 746]]"
1187,"['truck', 'car', 'car']","[0.7891961932182312, 0.9719933271408081, 0.9208934903144836]","[[1210, 499, 1431, 766], [387, 258, 511, 310], [1209, 501, 1431, 766]]"
1188,"['car', 'car', 'car']","[0.9625536799430847, 0.8699429631233215, 0.9605792760848999]","[[384, 266, 489, 310], [417, 258, 500, 287], [1311, 490, 1433, 787]]"
1189,"['car', 'car']","[0.9655082821846008, 0.8237738609313965]","[[383, 267, 479, 311], [417, 259, 489, 288]]"
1190,['car'],[0.9492522478103638],"[[386, 268, 473, 311]]"
1191,['car'],[0.9507466554641724],"[[383, 271, 464, 311]]"
1192,['car'],[0.9211162328720093],"[[392, 266, 457, 304]]"
1193,['car'],[0.8904237747192383],"[[391, 262, 452, 302]]"
1194,['car'],[0.8861366510391235],"[[384, 266, 441, 303]]"
1195,['car'],[0.8580748438835144],"[[377, 266, 430, 305]]"
1196,['car'],[0.914874255657196],"[[343, 270, 420, 302]]"
1197,['car'],[0.9231568574905396],"[[346, 270, 414, 302]]"
1198,['car'],[0.873962938785553],"[[312, 261, 406, 315]]"
1199,['car'],[0.9127827882766724],"[[310, 274, 401, 314]]"
1200,['car'],[0.8184455037117004],"[[303, 274, 399, 316]]"
1201,['car'],[0.8889143466949463],"[[295, 278, 396, 316]]"
1202,['car'],[0.8811303377151489],"[[289, 278, 396, 316]]"
1203,['car'],[0.8457461595535278],"[[288, 273, 397, 317]]"
1204,['car'],[0.8456332087516785],"[[280, 271, 397, 317]]"
1205,['car'],[0.8371554613113403],"[[279, 263, 397, 316]]"
1206,['car'],[0.8234034180641174],"[[277, 245, 401, 315]]"
1207,['car'],[0.7787800431251526],"[[278, 243, 400, 314]]"
1208,['car'],[0.8953948020935059],"[[272, 274, 362, 311]]"
1209,['car'],[0.9009395241737366],"[[274, 274, 364, 312]]"
1210,['car'],[0.9044706225395203],"[[271, 274, 354, 308]]"
1211,['car'],[0.9214807152748108],"[[269, 274, 324, 307]]"
1212,['car'],[0.9190017580986023],"[[275, 273, 317, 307]]"
1213,['car'],[0.8923745155334473],"[[274, 272, 314, 310]]"
1214,['car'],[0.7722504138946533],"[[272, 274, 312, 311]]"
1215,"['car', 'car']","[0.7773097157478333, 0.8018693923950195]","[[266, 274, 303, 312], [228, 277, 264, 319]]"
1216,['car'],[0.9242600202560425],"[[223, 293, 262, 318]]"
1217,['car'],[0.9294734001159668],"[[222, 290, 261, 318]]"
1218,['car'],[0.9241428971290588],"[[219, 288, 264, 318]]"
1219,['car'],[0.9145708680152893],"[[216, 287, 259, 318]]"
1220,['car'],[0.9143038988113403],"[[211, 288, 261, 318]]"
1221,['car'],[0.9177870154380798],"[[206, 288, 261, 318]]"
1222,['car'],[0.9489580392837524],"[[203, 287, 260, 318]]"
1223,['car'],[0.9429883360862732],"[[199, 287, 260, 319]]"
1224,['car'],[0.950939416885376],"[[195, 286, 259, 320]]"
1225,['car'],[0.9464008808135986],"[[191, 287, 255, 321]]"
1226,['car'],[0.947613000869751],"[[190, 286, 253, 320]]"
1227,['car'],[0.9404305815696716],"[[188, 285, 251, 322]]"
1228,[],[],[]
1229,['truck'],[0.809261679649353],"[[180, 250, 241, 320]]"
1230,[],[],[]
1231,[],[],[]
1232,[],[],[]
1233,['car'],[0.7873450517654419],"[[756, 221, 786, 278]]"
1234,['car'],[0.7791130542755127],"[[756, 221, 786, 278]]"
1235,"['car', 'car']","[0.7804949879646301, 0.8010239005088806]","[[160, 279, 244, 323], [756, 221, 786, 278]]"
1236,['car'],[0.800007164478302],"[[756, 221, 786, 278]]"
1237,"['truck', 'car']","[0.7528230547904968, 0.7817173004150391]","[[155, 254, 258, 325], [756, 221, 786, 278]]"
1238,['car'],[0.7791121006011963],"[[756, 221, 786, 278]]"
1239,"['car', 'car']","[0.8836370706558228, 0.8141466975212097]","[[146, 279, 256, 328], [756, 221, 786, 278]]"
1240,['car'],[0.7768564820289612],"[[756, 221, 786, 278]]"
1241,"['car', 'car']","[0.8337627053260803, 0.7880915999412537]","[[143, 280, 257, 329], [756, 221, 786, 278]]"
1242,"['car', 'car']","[0.8309106230735779, 0.7958306670188904]","[[141, 280, 257, 330], [756, 221, 786, 278]]"
1243,"['car', 'car']","[0.7781627774238586, 0.7817280888557434]","[[139, 280, 257, 329], [756, 221, 786, 278]]"
1244,[],[],[]
1245,[],[],[]
1246,[],[],[]
1247,[],[],[]
1248,['car'],[0.7887563705444336],"[[127, 281, 255, 328]]"
1249,[],[],[]
1250,[],[],[]
1251,[],[],[]
1252,"['car', 'car']","[0.7791211009025574, 0.8801323175430298]","[[756, 222, 786, 278], [118, 296, 163, 327]]"
1253,"['car', 'car']","[0.8946749567985535, 0.7919489741325378]","[[117, 296, 162, 327], [756, 222, 786, 278]]"
1254,[],[],[]
1255,"['car', 'car']","[0.9217658638954163, 0.8223205208778381]","[[111, 297, 159, 327], [756, 221, 786, 278]]"
1256,"['car', 'car']","[0.8881146907806396, 0.79451984167099]","[[110, 296, 159, 327], [756, 222, 786, 278]]"
1257,['car'],[0.8713317513465881],"[[107, 296, 159, 327]]"
1258,['car'],[0.9607911705970764],"[[108, 300, 149, 327]]"
1259,['car'],[0.9626340866088867],"[[105, 300, 147, 327]]"
1260,['car'],[0.9679977297782898],"[[104, 300, 147, 327]]"
1261,['car'],[0.963103711605072],"[[103, 300, 147, 327]]"
1262,['car'],[0.9585193991661072],"[[99, 300, 146, 329]]"
1263,['car'],[0.9626036882400513],"[[98, 300, 140, 327]]"
1264,['car'],[0.9583284258842468],"[[96, 300, 140, 327]]"
1265,['car'],[0.9556162357330322],"[[94, 300, 138, 327]]"
1266,['car'],[0.9636334180831909],"[[93, 300, 138, 327]]"
1267,['car'],[0.9601219296455383],"[[93, 299, 138, 327]]"
1268,['car'],[0.9566113352775574],"[[93, 300, 139, 329]]"
1269,['car'],[0.9425286650657654],"[[88, 300, 138, 330]]"
1270,['car'],[0.9304283857345581],"[[88, 301, 138, 330]]"
1271,['car'],[0.9412017464637756],"[[88, 300, 138, 330]]"
1272,['car'],[0.9449180960655212],"[[86, 302, 138, 330]]"
1273,['car'],[0.9384539723396301],"[[84, 302, 137, 330]]"
1274,['car'],[0.8534702658653259],"[[78, 309, 135, 331]]"
1275,['car'],[0.8402383327484131],"[[77, 309, 135, 330]]"
1276,['car'],[0.7971439957618713],"[[77, 309, 137, 330]]"
1277,[],[],[]
1278,[],[],[]
1279,[],[],[]
1280,['car'],[0.7853902578353882],"[[72, 310, 137, 330]]"
1281,['car'],[0.8275387287139893],"[[72, 310, 137, 330]]"
1282,['car'],[0.8709049224853516],"[[69, 308, 104, 330]]"
1283,['car'],[0.8807126879692078],"[[69, 308, 103, 329]]"
1284,['car'],[0.8952193856239319],"[[63, 308, 103, 329]]"
1285,['car'],[0.9243561625480652],"[[64, 308, 103, 330]]"
1286,['car'],[0.9228450059890747],"[[63, 308, 103, 330]]"
1287,['car'],[0.929558277130127],"[[63, 308, 103, 330]]"
1288,['car'],[0.9093836545944214],"[[55, 309, 93, 336]]"
1289,['car'],[0.9075027704238892],"[[57, 309, 91, 335]]"
1290,['car'],[0.910912275314331],"[[56, 309, 90, 335]]"
1291,['car'],[0.9090900421142578],"[[56, 309, 90, 335]]"
1292,['car'],[0.9114218950271606],"[[56, 309, 88, 333]]"
1293,['car'],[0.9138796925544739],"[[56, 309, 86, 333]]"
1294,['car'],[0.9167922139167786],"[[55, 309, 85, 333]]"
1295,['car'],[0.8863773941993713],"[[56, 309, 84, 333]]"
1296,['car'],[0.9112263321876526],"[[54, 309, 83, 333]]"
1297,['car'],[0.8529090881347656],"[[54, 309, 80, 332]]"
1298,[],[],[]
1299,[],[],[]
1300,[],[],[]
1301,[],[],[]
1302,['car'],[0.8416411280632019],"[[17, 307, 76, 346]]"
1303,['car'],[0.8604879379272461],"[[17, 308, 76, 346]]"
1304,[],[],[]
1305,[],[],[]
1306,[],[],[]
1307,[],[],[]
1308,[],[],[]
1309,['car'],[0.7809640765190125],"[[17, 311, 66, 345]]"
1310,[],[],[]
1311,[],[],[]
1312,[],[],[]
1313,[],[],[]
1314,[],[],[]
1315,[],[],[]
1316,[],[],[]
1317,[],[],[]
1318,[],[],[]
1319,[],[],[]
1320,[],[],[]
1321,[],[],[]
1322,['car'],[0.8280718326568604],"[[16, 316, 59, 347]]"
1323,['car'],[0.7932799458503723],"[[16, 316, 58, 347]]"
1324,['car'],[0.80875164270401],"[[16, 316, 58, 347]]"
1325,[],[],[]
1326,['car'],[0.7896828055381775],"[[17, 318, 57, 346]]"
1327,['car'],[0.7908021211624146],"[[17, 318, 57, 346]]"
1328,['car'],[0.8142577409744263],"[[17, 318, 57, 346]]"
1329,['car'],[0.8278419971466064],"[[17, 318, 57, 347]]"
1330,['car'],[0.8499776124954224],"[[17, 318, 57, 346]]"
1331,['car'],[0.8656449317932129],"[[17, 318, 56, 344]]"
1332,['car'],[0.8785842061042786],"[[17, 318, 57, 344]]"
1333,['car'],[0.8766202330589294],"[[17, 318, 57, 345]]"
1334,['car'],[0.8755019903182983],"[[17, 318, 57, 345]]"
1335,['car'],[0.8705151081085205],"[[17, 318, 57, 345]]"
1336,['car'],[0.8707495331764221],"[[17, 318, 57, 345]]"
1337,['car'],[0.8753374218940735],"[[17, 318, 57, 345]]"
1338,['car'],[0.8207957148551941],"[[16, 318, 43, 345]]"
1339,['car'],[0.8247320055961609],"[[16, 318, 43, 345]]"
1340,['car'],[0.8012471795082092],"[[16, 318, 44, 345]]"
1341,['car'],[0.8024708032608032],"[[16, 318, 44, 345]]"
1342,['car'],[0.7783884406089783],"[[16, 318, 43, 345]]"
1343,['car'],[0.8326128721237183],"[[12, 318, 43, 345]]"
1344,['car'],[0.8018120527267456],"[[13, 319, 44, 346]]"
1345,['car'],[0.8261246085166931],"[[10, 318, 44, 346]]"
1346,['car'],[0.824406623840332],"[[10, 318, 44, 346]]"
1347,['car'],[0.8255884051322937],"[[10, 318, 44, 346]]"
1348,[],[],[]
1349,[],[],[]
1350,[],[],[]
1351,[],[],[]
1352,[],[],[]
1353,[],[],[]
1354,[],[],[]
1355,[],[],[]
1356,[],[],[]
1357,[],[],[]
1358,[],[],[]
1359,[],[],[]
1360,[],[],[]
1361,[],[],[]
1362,[],[],[]
1363,[],[],[]
1364,[],[],[]
1365,[],[],[]
1366,[],[],[]
1367,[],[],[]
1368,[],[],[]
1369,[],[],[]
1370,[],[],[]
1371,[],[],[]
1372,[],[],[]
1373,[],[],[]
1374,[],[],[]
1375,[],[],[]
1376,[],[],[]
1377,[],[],[]
1378,[],[],[]
1379,[],[],[]
1380,[],[],[]
1381,[],[],[]
1382,[],[],[]
1383,[],[],[]
1384,[],[],[]
1385,[],[],[]
1386,[],[],[]
1387,[],[],[]
1388,[],[],[]
1389,[],[],[]
1390,[],[],[]
1391,[],[],[]
1392,[],[],[]
1393,[],[],[]
1394,[],[],[]
1395,[],[],[]
1396,[],[],[]
1397,[],[],[]
1398,[],[],[]
1399,[],[],[]
1400,[],[],[]
1401,[],[],[]
1402,[],[],[]
1403,[],[],[]
1404,[],[],[]
1405,[],[],[]
1406,[],[],[]
1407,[],[],[]
1408,[],[],[]
1409,['car'],[0.8593130111694336],"[[1291, 336, 1352, 371]]"
1410,[],[],[]
1411,['car'],[0.8276343941688538],"[[1254, 303, 1424, 376]]"
1412,[],[],[]
1413,[],[],[]
1414,[],[],[]
1415,[],[],[]
1416,[],[],[]
1417,[],[],[]
1418,[],[],[]
1419,[],[],[]
1420,[],[],[]
1421,[],[],[]
1422,[],[],[]
1423,[],[],[]
1424,[],[],[]
1425,['car'],[0.7619720697402954],"[[920, 274, 1074, 331]]"
1426,['car'],[0.7786865830421448],"[[925, 273, 1065, 331]]"
1427,"['car', 'car']","[0.853442370891571, 0.9344944357872009]","[[1278, 303, 1428, 362], [898, 270, 1043, 330]]"
1428,['car'],[0.9319194555282593],"[[860, 269, 1021, 331]]"
1429,['car'],[0.9009564518928528],"[[839, 267, 998, 329]]"
1430,['car'],[0.947067379951477],"[[822, 266, 977, 326]]"
1431,['car'],[0.9652841687202454],"[[803, 266, 958, 323]]"
1432,['car'],[0.9539386630058289],"[[789, 266, 937, 320]]"
1433,['car'],[0.9169518947601318],"[[784, 267, 918, 316]]"
1434,[],[],[]
1435,['car'],[0.7981472015380859],"[[799, 258, 878, 315]]"
1436,[],[],[]
1437,[],[],[]
1438,['car'],[0.7837232351303101],"[[687, 260, 824, 315]]"
1439,['car'],[0.9441141486167908],"[[671, 258, 805, 311]]"
1440,"['car', 'car']","[0.8152549266815186, 0.9300912618637085]","[[1026, 279, 1083, 323], [644, 256, 788, 311]]"
1441,"['car', 'car']","[0.8776968717575073, 0.9273495078086853]","[[1007, 279, 1066, 322], [639, 255, 771, 308]]"
1442,"['car', 'car']","[0.8555780649185181, 0.9393436908721924]","[[991, 276, 1045, 321], [624, 256, 755, 307]]"
1443,"['car', 'motorcycle', 'car']","[0.7851636409759521, 0.8544028997421265, 0.9621695280075073]","[[293, 237, 409, 303], [975, 277, 1029, 322], [610, 255, 738, 306]]"
1444,"['car', 'car', 'car', 'motorcycle']","[0.8236693143844604, 0.8677504062652588, 0.9682000875473022, 0.8561158776283264]","[[293, 238, 409, 303], [510, 266, 555, 316], [596, 258, 722, 306], [954, 274, 1008, 315]]"
1445,"['car', 'car', 'car']","[0.8304433226585388, 0.8677851557731628, 0.9697318077087402]","[[295, 238, 409, 303], [510, 266, 557, 317], [584, 260, 706, 306]]"
1446,"['car', 'car', 'car']","[0.8388532996177673, 0.9032604098320007, 0.9693239331245422]","[[294, 238, 409, 303], [510, 265, 559, 317], [569, 260, 691, 306]]"
1447,"['car', 'car']","[0.861468493938446, 0.9633130431175232]","[[510, 264, 559, 318], [558, 259, 676, 307]]"
1448,"['car', 'car']","[0.8671516180038452, 0.9596521854400635]","[[510, 266, 561, 316], [546, 261, 663, 306]]"
1449,['car'],[0.9563555121421814],"[[512, 261, 648, 312]]"
1450,['car'],[0.9581150412559509],"[[513, 264, 636, 305]]"
1451,['car'],[0.9581978917121887],"[[516, 263, 625, 304]]"
1452,['car'],[0.9485871195793152],"[[510, 263, 608, 303]]"
1453,['car'],[0.8052089810371399],"[[487, 263, 597, 314]]"
1454,['car'],[0.9142201542854309],"[[480, 263, 584, 311]]"
1455,['car'],[0.8577076196670532],"[[471, 263, 574, 306]]"
1456,"['car', 'car']","[0.9218056201934814, 0.9298661351203918]","[[459, 273, 518, 303], [519, 265, 561, 306]]"
1457,['car'],[0.9557634592056274],"[[448, 273, 517, 304]]"
1458,['car'],[0.9565345048904419],"[[440, 273, 517, 304]]"
1459,['car'],[0.9538983702659607],"[[431, 270, 515, 303]]"
1460,['car'],[0.9412105083465576],"[[422, 270, 518, 304]]"
1461,['car'],[0.953315019607544],"[[416, 270, 508, 305]]"
1462,"['car', 'car']","[0.831257164478302, 0.8729023933410645]","[[681, 271, 723, 300], [416, 273, 495, 305]]"
1463,['car'],[0.9338318705558777],"[[405, 270, 488, 307]]"
1464,"['car', 'car']","[0.8810383081436157, 0.8187826871871948]","[[406, 271, 479, 308], [657, 267, 697, 300]]"
1465,"['car', 'car']","[0.8999167680740356, 0.8075100183486938]","[[392, 277, 468, 309], [646, 272, 685, 300]]"
1466,['car'],[0.8787894248962402],"[[392, 274, 459, 308]]"
1467,['car'],[0.8274714946746826],"[[402, 276, 451, 307]]"
1468,['car'],[0.8924392461776733],"[[366, 270, 445, 313]]"
1469,['motorcycle'],[0.8756436109542847],"[[601, 265, 646, 299]]"
1470,[],[],[]
1471,[],[],[]
1472,[],[],[]
1473,['motorcycle'],[0.8295555710792542],"[[561, 274, 597, 298]]"
1474,['motorcycle'],[0.8666631579399109],"[[552, 261, 586, 298]]"
1475,[],[],[]
1476,[],[],[]
1477,[],[],[]
1478,[],[],[]
1479,[],[],[]
1480,[],[],[]
1481,[],[],[]
1482,['motorcycle'],[0.8493093848228455],"[[482, 271, 547, 316]]"
1483,[],[],[]
1484,[],[],[]
1485,[],[],[]
1486,[],[],[]
1487,[],[],[]
1488,[],[],[]
1489,[],[],[]
1490,[],[],[]
1491,[],[],[]
1492,[],[],[]
1493,[],[],[]
1494,[],[],[]
1495,[],[],[]
1496,[],[],[]
1497,[],[],[]
1498,[],[],[]
1499,['car'],[0.7579385638237],"[[206, 249, 358, 319]]"
1500,['car'],[0.770629346370697],"[[202, 290, 255, 318]]"
1501,[],[],[]
1502,[],[],[]
1503,['car'],[0.7783684730529785],"[[192, 292, 258, 326]]"
1504,[],[],[]
1505,[],[],[]
1506,[],[],[]
1507,[],[],[]
1508,[],[],[]
1509,[],[],[]
1510,[],[],[]
1511,[],[],[]
1512,['car'],[0.8556297421455383],"[[167, 292, 253, 326]]"
1513,[],[],[]
1514,['car'],[0.8617920279502869],"[[159, 293, 252, 325]]"
1515,['car'],[0.8176739811897278],"[[158, 291, 254, 325]]"
1516,[],[],[]
1517,[],[],[]
1518,[],[],[]
1519,[],[],[]
1520,['car'],[0.7828142046928406],"[[144, 302, 185, 327]]"
1521,[],[],[]
1522,[],[],[]
1523,[],[],[]
1524,[],[],[]
1525,[],[],[]
1526,['truck'],[0.9097400903701782],"[[1119, 184, 1428, 382]]"
1527,['truck'],[0.8716617822647095],"[[1097, 184, 1362, 346]]"
1528,['truck'],[0.9507836699485779],"[[1080, 185, 1418, 371]]"
1529,['truck'],[0.942467987537384],"[[1059, 194, 1276, 347]]"
1530,['truck'],[0.9237481951713562],"[[1038, 202, 1273, 352]]"
1531,['truck'],[0.9336563348770142],"[[1024, 214, 1230, 348]]"
1532,['truck'],[0.8741253614425659],"[[1003, 211, 1225, 344]]"
1533,[],[],[]
1534,['truck'],[0.8304224014282227],"[[956, 198, 1185, 321]]"
1535,['truck'],[0.87861567735672],"[[940, 208, 1172, 320]]"
1536,['truck'],[0.8404083847999573],"[[924, 195, 1218, 318]]"
1537,"['truck', 'car']","[0.8981515765190125, 0.7887648940086365]","[[904, 195, 1215, 342], [106, 308, 144, 331]]"
1538,['truck'],[0.8627738356590271],"[[890, 201, 1191, 321]]"
1539,['truck'],[0.8658801317214966],"[[870, 206, 1174, 329]]"
1540,['truck'],[0.8749668002128601],"[[852, 193, 1196, 338]]"
1541,['truck'],[0.9211382269859314],"[[833, 185, 1190, 340]]"
1542,['truck'],[0.8680493831634521],"[[817, 185, 1188, 333]]"
1543,['truck'],[0.9054367542266846],"[[796, 211, 1126, 328]]"
1544,['truck'],[0.9235695004463196],"[[782, 208, 1113, 323]]"
1545,['truck'],[0.9164929389953613],"[[769, 216, 1098, 323]]"
1546,['truck'],[0.9382827877998352],"[[757, 207, 1080, 321]]"
1547,['truck'],[0.8752009868621826],"[[748, 201, 1059, 321]]"
1548,['truck'],[0.8797539472579956],"[[724, 197, 1040, 323]]"
1549,['truck'],[0.9376237392425537],"[[703, 200, 1024, 322]]"
1550,['truck'],[0.8807851672172546],"[[693, 199, 1010, 317]]"
1551,['truck'],[0.9338537454605103],"[[675, 198, 987, 318]]"
1552,['truck'],[0.9468743205070496],"[[662, 197, 978, 315]]"
1553,['truck'],[0.9641363620758057],"[[648, 195, 969, 313]]"
1554,['truck'],[0.9491268396377563],"[[636, 196, 946, 311]]"
1555,['truck'],[0.9185675382614136],"[[622, 196, 927, 304]]"
1556,['truck'],[0.9258960485458374],"[[609, 191, 911, 308]]"
1557,['truck'],[0.9293724298477173],"[[597, 190, 894, 309]]"
1558,['truck'],[0.9497625827789307],"[[586, 197, 874, 307]]"
1559,['truck'],[0.9493106603622437],"[[576, 199, 860, 305]]"
1560,['truck'],[0.8945354223251343],"[[564, 200, 830, 305]]"
1561,['truck'],[0.8929921984672546],"[[516, 202, 823, 309]]"
1562,['truck'],[0.918663740158081],"[[512, 207, 805, 317]]"
1563,['truck'],[0.8978482484817505],"[[511, 205, 786, 317]]"
1564,['truck'],[0.9420478940010071],"[[512, 203, 768, 317]]"
1565,['truck'],[0.9445633888244629],"[[512, 202, 774, 316]]"
1566,['truck'],[0.9341586828231812],"[[501, 198, 740, 315]]"
1567,['truck'],[0.9266983270645142],"[[489, 201, 724, 312]]"
1568,['truck'],[0.9153748750686646],"[[481, 199, 725, 312]]"
1569,['truck'],[0.9379823207855225],"[[474, 201, 721, 313]]"
1570,['truck'],[0.9413814544677734],"[[465, 203, 683, 313]]"
1571,['truck'],[0.9173157215118408],"[[455, 228, 671, 312]]"
1572,['truck'],[0.9209973216056824],"[[448, 204, 657, 310]]"
1573,['truck'],[0.9046450853347778],"[[439, 213, 644, 307]]"
1574,"['truck', 'truck']","[0.8437879085540771, 0.893649160861969]","[[431, 215, 632, 306], [431, 228, 516, 305]]"
1575,['truck'],[0.8984202742576599],"[[425, 229, 518, 305]]"
1576,['truck'],[0.9517419338226318],"[[416, 239, 516, 306]]"
1577,['truck'],[0.9455649256706238],"[[411, 248, 520, 307]]"
1578,[],[],[]
1579,[],[],[]
1580,[],[],[]
1581,['truck'],[0.8089847564697266],"[[394, 248, 549, 305]]"
1582,[],[],[]
1583,[],[],[]
1584,[],[],[]
1585,['car'],[0.8161625862121582],"[[383, 221, 529, 305]]"
1586,[],[],[]
1587,[],[],[]
1588,['car'],[0.8809918761253357],"[[352, 223, 500, 306]]"
1589,[],[],[]
1590,[],[],[]
1591,[],[],[]
1592,['car'],[0.7905895113945007],"[[382, 225, 468, 302]]"
1593,[],[],[]
1594,[],[],[]
1595,['car'],[0.9018920660018921],"[[294, 232, 446, 303]]"
1596,['car'],[0.8689380288124084],"[[292, 243, 437, 304]]"
1597,['car'],[0.9083707332611084],"[[287, 244, 430, 304]]"
1598,['car'],[0.8834806680679321],"[[281, 243, 423, 305]]"
1599,['car'],[0.774844765663147],"[[279, 242, 411, 304]]"
1600,[],[],[]
1601,[],[],[]
1602,[],[],[]
1603,[],[],[]
1604,[],[],[]
1605,[],[],[]
1606,[],[],[]
1607,[],[],[]
1608,[],[],[]
1609,['car'],[0.8394919037818909],"[[293, 243, 408, 306]]"
1610,['car'],[0.8002085089683533],"[[285, 241, 408, 307]]"
1611,['car'],[0.8691515922546387],"[[282, 241, 408, 307]]"
1612,['car'],[0.9198431968688965],"[[273, 241, 407, 307]]"
1613,"['car', 'car']","[0.9348320960998535, 0.8689993619918823]","[[280, 241, 407, 306], [224, 261, 269, 316]]"
1614,"['car', 'car']","[0.9259748458862305, 0.8938026428222656]","[[282, 241, 407, 304], [222, 262, 264, 317]]"
1615,"['car', 'car']","[0.9227144718170166, 0.9081714749336243]","[[279, 242, 406, 303], [214, 271, 265, 317]]"
1616,"['car', 'car']","[0.9017711281776428, 0.8916573524475098]","[[277, 241, 406, 307], [210, 267, 264, 318]]"
1617,"['car', 'car']","[0.7897977232933044, 0.8196682929992676]","[[274, 240, 407, 306], [210, 263, 263, 317]]"
1618,['car'],[0.8983571529388428],"[[192, 267, 261, 317]]"
1619,['car'],[0.9167382121086121],"[[193, 267, 256, 318]]"
1620,['car'],[0.9200509786605835],"[[192, 267, 257, 318]]"
1621,['car'],[0.9250519275665283],"[[192, 268, 258, 318]]"
1622,['car'],[0.9449158310890198],"[[188, 266, 259, 318]]"
1623,['car'],[0.9185888171195984],"[[189, 268, 275, 320]]"
1624,['car'],[0.9408614635467529],"[[189, 268, 287, 321]]"
1625,['car'],[0.9380056858062744],"[[184, 260, 288, 322]]"
1626,['car'],[0.9348704814910889],"[[183, 260, 289, 322]]"
1627,['car'],[0.92867511510849],"[[182, 259, 257, 322]]"
1628,['car'],[0.9480900764465332],"[[180, 258, 255, 322]]"
1629,['car'],[0.942785918712616],"[[173, 259, 248, 322]]"
1630,['car'],[0.9431403875350952],"[[168, 260, 245, 322]]"
1631,['car'],[0.9339576959609985],"[[167, 264, 251, 323]]"
1632,['car'],[0.9363753795623779],"[[165, 264, 241, 323]]"
1633,"['car', 'car']","[0.8794808387756348, 0.874862790107727]","[[170, 263, 242, 322], [161, 282, 187, 323]]"
