frame,labels,scores,boxes
822,['truck'],[0.9766977429389954],"[[7, 235, 223, 444]]"
823,['truck'],[0.9751870036125183],"[[7, 231, 229, 445]]"
824,['truck'],[0.9711635708808899],"[[7, 230, 236, 446]]"
825,['truck'],[0.9557315707206726],"[[7, 233, 243, 447]]"
826,['truck'],[0.9710435271263123],"[[7, 227, 252, 448]]"
827,['truck'],[0.9709107279777527],"[[7, 223, 259, 449]]"
828,['truck'],[0.9741877913475037],"[[7, 223, 269, 449]]"
829,['truck'],[0.9756900668144226],"[[8, 220, 280, 451]]"
830,['truck'],[0.9775059819221497],"[[7, 218, 292, 458]]"
831,['truck'],[0.9762482643127441],"[[8, 216, 301, 461]]"
832,['truck'],[0.9753490686416626],"[[8, 215, 312, 461]]"
833,['truck'],[0.9680911898612976],"[[9, 211, 320, 464]]"
834,['truck'],[0.9748376607894897],"[[9, 208, 334, 466]]"
835,['truck'],[0.978343665599823],"[[9, 205, 348, 469]]"
836,['truck'],[0.9721804857254028],"[[10, 202, 361, 470]]"
837,['truck'],[0.9682937860488892],"[[10, 200, 377, 482]]"
838,['truck'],[0.9732285737991333],"[[11, 195, 386, 483]]"
839,['truck'],[0.9764970541000366],"[[14, 193, 403, 486]]"
840,['truck'],[0.976110577583313],"[[16, 187, 424, 489]]"
841,['truck'],[0.9744429588317871],"[[18, 187, 436, 492]]"
842,['truck'],[0.9692407846450806],"[[12, 186, 453, 495]]"
843,['truck'],[0.973303496837616],"[[12, 187, 473, 497]]"
844,['truck'],[0.9745892286300659],"[[20, 183, 492, 501]]"
845,['truck'],[0.975284993648529],"[[31, 182, 513, 506]]"
846,['truck'],[0.97569739818573],"[[30, 180, 535, 513]]"
847,['truck'],[0.9712581634521484],"[[34, 176, 559, 518]]"
848,['truck'],[0.9713518023490906],"[[41, 174, 581, 525]]"
849,['truck'],[0.9654712080955505],"[[47, 174, 608, 532]]"
850,"['truck', 'car']","[0.975210428237915, 0.8306726217269897]","[[56, 165, 637, 537], [8, 357, 54, 405]]"
851,"['truck', 'car']","[0.9747175574302673, 0.8804681301116943]","[[59, 156, 665, 548], [7, 353, 52, 403]]"
852,"['truck', 'car']","[0.9732740521430969, 0.8649477362632751]","[[63, 151, 695, 559], [7, 355, 56, 405]]"
853,"['truck', 'car']","[0.9726823568344116, 0.8695884943008423]","[[67, 144, 727, 568], [7, 354, 53, 404]]"
854,"['truck', 'car']","[0.9778085947036743, 0.9041621685028076]","[[74, 141, 760, 576], [7, 350, 58, 404]]"
855,"['truck', 'car']","[0.9781692028045654, 0.9169430732727051]","[[78, 137, 794, 584], [7, 333, 68, 405]]"
856,"['truck', 'car']","[0.9759962558746338, 0.9042783379554749]","[[83, 136, 832, 592], [7, 332, 70, 409]]"
857,"['truck', 'car']","[0.9748453497886658, 0.9445248246192932]","[[93, 126, 871, 601], [7, 355, 85, 411]]"
858,"['truck', 'car']","[0.9771677851676941, 0.9024814367294312]","[[96, 125, 912, 611], [7, 352, 70, 410]]"
859,"['truck', 'car']","[0.9768111705780029, 0.9387310743331909]","[[98, 122, 955, 628], [7, 329, 67, 410]]"
860,"['truck', 'car']","[0.976972222328186, 0.9522643685340881]","[[102, 119, 999, 640], [7, 329, 73, 411]]"
861,"['truck', 'car']","[0.9776076078414917, 0.9412853121757507]","[[119, 113, 1045, 651], [7, 328, 72, 408]]"
862,"['truck', 'car']","[0.9764642119407654, 0.9613476395606995]","[[126, 107, 1090, 666], [7, 328, 70, 408]]"
863,"['truck', 'car', 'truck']","[0.9780264496803284, 0.882830798625946, 0.7830766439437866]","[[130, 89, 1140, 679], [7, 327, 74, 413], [7, 326, 74, 413]]"
864,"['truck', 'car', 'truck']","[0.9748538732528687, 0.8629289269447327, 0.831174373626709]","[[144, 85, 1188, 694], [7, 326, 75, 412], [7, 326, 75, 412]]"
865,"['truck', 'car']","[0.9710366725921631, 0.9066499471664429]","[[152, 79, 1241, 709], [7, 326, 79, 409]]"
866,"['truck', 'car', 'truck']","[0.9755051732063293, 0.8848360776901245, 0.8513976335525513]","[[158, 71, 1293, 722], [7, 326, 80, 413], [7, 326, 81, 413]]"
867,"['truck', 'car']","[0.9750437140464783, 0.93117356300354]","[[168, 69, 1342, 740], [7, 325, 95, 430]]"
868,"['truck', 'car']","[0.9773684144020081, 0.9415249824523926]","[[175, 68, 1393, 755], [7, 326, 96, 430]]"
869,"['truck', 'car']","[0.9773778915405273, 0.9400650262832642]","[[190, 68, 1427, 770], [7, 325, 97, 432]]"
870,"['truck', 'car']","[0.9779913425445557, 0.961452841758728]","[[205, 68, 1429, 793], [7, 325, 99, 430]]"
871,"['truck', 'car']","[0.9767971634864807, 0.9639518857002258]","[[216, 67, 1428, 800], [7, 325, 99, 435]]"
872,"['truck', 'car']","[0.9785407185554504, 0.9596165418624878]","[[227, 68, 1428, 812], [7, 322, 102, 434]]"
873,"['truck', 'car']","[0.9754984378814697, 0.9507625102996826]","[[248, 67, 1431, 827], [7, 321, 106, 436]]"
874,"['truck', 'car']","[0.973754346370697, 0.9021437764167786]","[[263, 68, 1425, 788], [8, 322, 111, 438]]"
875,"['truck', 'car', 'truck']","[0.9771199822425842, 0.8322502374649048, 0.864704966545105]","[[280, 68, 1426, 779], [8, 322, 113, 439], [7, 321, 114, 439]]"
876,"['truck', 'car']","[0.9803254008293152, 0.9557278156280518]","[[300, 72, 1429, 779], [8, 322, 119, 438]]"
877,"['truck', 'car']","[0.9797154068946838, 0.9186533093452454]","[[318, 70, 1430, 778], [9, 321, 130, 439]]"
878,"['truck', 'truck']","[0.9787634611129761, 0.895717203617096]","[[338, 71, 1430, 778], [9, 320, 134, 437]]"
879,"['truck', 'truck']","[0.9784459471702576, 0.8977667093276978]","[[354, 70, 1430, 776], [9, 319, 138, 444]]"
880,"['truck', 'car', 'truck']","[0.9757217168807983, 0.8421194553375244, 0.8668347001075745]","[[374, 70, 1430, 777], [9, 318, 140, 437], [9, 318, 140, 437]]"
881,"['truck', 'car', 'truck']","[0.9745864272117615, 0.8947660326957703, 0.8272722363471985]","[[413, 68, 1430, 780], [9, 317, 144, 442], [9, 317, 145, 443]]"
882,"['truck', 'car', 'truck']","[0.9749589562416077, 0.8369420170783997, 0.8818750381469727]","[[449, 70, 1430, 778], [10, 317, 148, 442], [10, 317, 149, 443]]"
883,"['truck', 'truck']","[0.9721794724464417, 0.8806124329566956]","[[485, 68, 1430, 777], [9, 317, 153, 440]]"
884,"['truck', 'truck']","[0.9697556495666504, 0.8802302479743958]","[[525, 68, 1430, 777], [8, 317, 158, 443]]"
885,"['truck', 'truck']","[0.9683129787445068, 0.9227744936943054]","[[556, 67, 1430, 793], [8, 315, 165, 446]]"
886,"['truck', 'truck']","[0.9746991991996765, 0.9201456308364868]","[[608, 67, 1430, 796], [8, 313, 169, 448]]"
887,"['truck', 'truck']","[0.9722796082496643, 0.9467190504074097]","[[670, 68, 1431, 816], [9, 314, 177, 454]]"
888,"['truck', 'truck']","[0.971199631690979, 0.9376007914543152]","[[727, 73, 1428, 825], [9, 314, 188, 457]]"
889,"['truck', 'truck']","[0.9755793213844299, 0.9580041766166687]","[[788, 68, 1430, 832], [9, 314, 192, 459]]"
890,"['truck', 'truck']","[0.9774251580238342, 0.9647767543792725]","[[851, 69, 1429, 692], [9, 312, 193, 458]]"
891,"['truck', 'truck']","[0.9771208167076111, 0.9620808362960815]","[[926, 82, 1428, 686], [7, 310, 202, 461]]"
892,"['truck', 'truck']","[0.9809820652008057, 0.9591896533966064]","[[993, 81, 1429, 686], [8, 309, 211, 465]]"
893,"['truck', 'truck']","[0.9736510515213013, 0.9580061435699463]","[[1076, 81, 1429, 687], [9, 309, 219, 467]]"
894,['truck'],[0.9769830703735352],"[[9, 309, 230, 468]]"
895,"['truck', 'truck']","[0.9757844805717468, 0.8422570824623108]","[[9, 308, 237, 469], [1220, 88, 1431, 693]]"
896,['truck'],[0.9773467183113098],"[[11, 306, 245, 472]]"
897,['truck'],[0.9615359902381897],"[[34, 306, 261, 479]]"
898,"['truck', 'car']","[0.9458915591239929, 0.8012230396270752]","[[38, 305, 266, 479], [39, 306, 266, 479]]"
899,"['truck', 'car']","[0.9508154988288879, 0.7924379706382751]","[[43, 305, 278, 482], [44, 305, 278, 482]]"
900,['truck'],[0.9683129191398621],"[[47, 302, 287, 482]]"
901,['truck'],[0.9705440998077393],"[[50, 302, 299, 486]]"
902,['truck'],[0.975733757019043],"[[55, 302, 318, 490]]"
903,['truck'],[0.9713563919067383],"[[58, 300, 324, 494]]"
904,['truck'],[0.965371310710907],"[[64, 297, 342, 500]]"
905,['truck'],[0.9722521901130676],"[[68, 297, 357, 504]]"
906,['truck'],[0.9739594459533691],"[[72, 296, 373, 505]]"
907,['truck'],[0.9589148759841919],"[[77, 295, 386, 507]]"
908,['truck'],[0.9702774286270142],"[[83, 293, 431, 513]]"
909,['truck'],[0.9730393290519714],"[[88, 293, 417, 517]]"
910,['truck'],[0.9736009240150452],"[[94, 290, 437, 527]]"
911,['truck'],[0.9338616132736206],"[[100, 290, 458, 532]]"
912,['truck'],[0.9602546691894531],"[[107, 289, 486, 535]]"
913,"['truck', 'car']","[0.9230755567550659, 0.8112073540687561]","[[114, 287, 510, 543], [115, 287, 510, 543]]"
914,['truck'],[0.9592738151550293],"[[121, 285, 537, 545]]"
915,"['truck', 'car']","[0.9491106271743774, 0.7722064852714539]","[[128, 286, 560, 554], [129, 286, 560, 554]]"
916,"['truck', 'car']","[0.9388192296028137, 0.8407762050628662]","[[137, 285, 591, 561], [138, 285, 592, 561]]"
917,"['truck', 'car']","[0.937018632888794, 0.8662169575691223]","[[145, 284, 619, 572], [146, 284, 620, 572]]"
918,['truck'],[0.9698135852813721],"[[154, 283, 656, 580]]"
919,['truck'],[0.9732972383499146],"[[163, 280, 695, 592]]"
920,['truck'],[0.9723147749900818],"[[173, 278, 730, 601]]"
921,['truck'],[0.9607764482498169],"[[183, 278, 766, 614]]"
922,['truck'],[0.9689236879348755],"[[195, 277, 807, 626]]"
923,['truck'],[0.971265971660614],"[[207, 277, 857, 642]]"
924,['truck'],[0.964921236038208],"[[222, 276, 902, 653]]"
925,['truck'],[0.9718718528747559],"[[236, 276, 948, 669]]"
926,['truck'],[0.9716331362724304],"[[251, 275, 999, 684]]"
927,['truck'],[0.9699298143386841],"[[265, 272, 1054, 706]]"
928,['truck'],[0.966566801071167],"[[285, 274, 1103, 717]]"
929,['truck'],[0.9688045978546143],"[[304, 275, 1157, 738]]"
930,['truck'],[0.9655287265777588],"[[325, 277, 1206, 745]]"
931,['truck'],[0.9663709402084351],"[[349, 277, 1273, 754]]"
932,['truck'],[0.967505156993866],"[[373, 278, 1324, 778]]"
933,['truck'],[0.9704533219337463],"[[401, 281, 1383, 798]]"
934,['truck'],[0.9691763520240784],"[[431, 273, 1428, 823]]"
935,['truck'],[0.9695058465003967],"[[463, 277, 1428, 834]]"
936,['truck'],[0.9718777537345886],"[[501, 279, 1429, 851]]"
937,['truck'],[0.9706418514251709],"[[540, 278, 1430, 841]]"
938,['truck'],[0.9733734726905823],"[[583, 277, 1433, 827]]"
939,['truck'],[0.9723144769668579],"[[631, 271, 1433, 830]]"
940,['truck'],[0.963873565196991],"[[685, 271, 1430, 829]]"
941,['truck'],[0.9590873122215271],"[[743, 283, 1428, 827]]"
942,['truck'],[0.911226749420166],"[[801, 274, 1429, 825]]"
943,['truck'],[0.9670733213424683],"[[863, 278, 1431, 826]]"
944,['truck'],[0.9548178911209106],"[[936, 302, 1431, 824]]"
945,['truck'],[0.9655665755271912],"[[1009, 301, 1431, 833]]"
946,['truck'],[0.9641639590263367],"[[1086, 300, 1431, 721]]"
947,['truck'],[0.9469477534294128],"[[1167, 322, 1430, 728]]"
948,['bus'],[0.91298508644104],"[[6, 290, 64, 476]]"
949,['bus'],[0.8977319002151489],"[[6, 287, 65, 477]]"
950,['bus'],[0.8935922384262085],"[[7, 286, 70, 480]]"
951,['bus'],[0.8715909123420715],"[[5, 286, 74, 484]]"
952,['truck'],[0.9003136157989502],"[[5, 286, 81, 490]]"
953,['bus'],[0.9171761274337769],"[[5, 282, 84, 491]]"
954,['bus'],[0.9579607248306274],"[[6, 282, 90, 495]]"
955,['bus'],[0.8423151969909668],"[[5, 279, 95, 499]]"
956,['bus'],[0.9197294116020203],"[[5, 278, 103, 502]]"
957,['car'],[0.9549627304077148],"[[4, 274, 114, 505]]"
958,[],[],[]
959,[],[],[]
960,[],[],[]
961,[],[],[]
962,[],[],[]
963,['bus'],[0.8192967772483826],"[[0, 262, 160, 534]]"
964,[],[],[]
965,[],[],[]
966,['car'],[0.8603371977806091],"[[0, 255, 190, 558]]"
967,['car'],[0.8049768209457397],"[[0, 254, 199, 565]]"
968,['car'],[0.8628129363059998],"[[0, 250, 212, 570]]"
969,['car'],[0.7955582141876221],"[[0, 247, 224, 577]]"
970,[],[],[]
971,['bus'],[0.9589836597442627],"[[3, 243, 252, 589]]"
972,['bus'],[0.9645249247550964],"[[5, 239, 268, 597]]"
973,[],[],[]
974,['bus'],[0.9220882058143616],"[[7, 232, 301, 609]]"
975,['bus'],[0.922538697719574],"[[7, 228, 319, 619]]"
976,['bus'],[0.9773300886154175],"[[3, 223, 337, 626]]"
977,['bus'],[0.966883659362793],"[[8, 221, 358, 635]]"
978,['bus'],[0.9817245006561279],"[[8, 216, 381, 643]]"
979,['bus'],[0.981380820274353],"[[8, 212, 404, 654]]"
980,['bus'],[0.9820240139961243],"[[7, 208, 429, 664]]"
981,['bus'],[0.9823761582374573],"[[6, 202, 456, 676]]"
982,['bus'],[0.9819410443305969],"[[5, 195, 488, 688]]"
983,['bus'],[0.9695782661437988],"[[7, 191, 517, 702]]"
984,['bus'],[0.9836170673370361],"[[5, 189, 552, 717]]"
985,['bus'],[0.9751379489898682],"[[4, 184, 589, 733]]"
986,['bus'],[0.9855850338935852],"[[4, 175, 628, 750]]"
987,['bus'],[0.9855608940124512],"[[0, 173, 666, 771]]"
988,['bus'],[0.9855890274047852],"[[0, 167, 711, 791]]"
989,['bus'],[0.9855843782424927],"[[4, 164, 757, 813]]"
990,['bus'],[0.9834135174751282],"[[6, 154, 806, 837]]"
991,['bus'],[0.9861013293266296],"[[8, 150, 860, 861]]"
992,['bus'],[0.985885739326477],"[[8, 140, 912, 887]]"
993,['bus'],[0.9864278435707092],"[[8, 130, 967, 915]]"
994,['bus'],[0.9868983626365662],"[[8, 124, 1024, 943]]"
995,['bus'],[0.9872060418128967],"[[8, 117, 1084, 974]]"
996,['bus'],[0.9864000678062439],"[[8, 104, 1147, 998]]"
997,['bus'],[0.9841765761375427],"[[7, 94, 1266, 1013]]"
998,['bus'],[0.9782346487045288],"[[7, 84, 1410, 1010]]"
999,['bus'],[0.9835577607154846],"[[8, 72, 1357, 1016]]"
1000,['bus'],[0.9837670922279358],"[[7, 70, 1425, 1016]]"
1001,['bus'],[0.9815212488174438],"[[7, 70, 1431, 1016]]"
1002,['bus'],[0.9802600145339966],"[[7, 70, 1428, 1014]]"
1003,['bus'],[0.9844667911529541],"[[8, 68, 1428, 1017]]"
1004,['bus'],[0.9837429523468018],"[[7, 69, 1433, 1017]]"
1005,['bus'],[0.9699476957321167],"[[7, 72, 1430, 1018]]"
1006,[],[],[]
1007,[],[],[]
1008,[],[],[]
1009,[],[],[]
1010,[],[],[]
1011,[],[],[]
1012,[],[],[]
1013,[],[],[]
1014,[],[],[]
1015,[],[],[]
1016,['bus'],[0.9193873405456543],"[[7, 71, 1433, 1018]]"
1017,['bus'],[0.8709847331047058],"[[4, 83, 1431, 1014]]"
1018,['bus'],[0.9037442803382874],"[[6, 84, 1431, 1014]]"
1019,['bus'],[0.9727361798286438],"[[5, 83, 1429, 1013]]"
1020,['bus'],[0.9817345142364502],"[[5, 84, 1427, 1017]]"
1021,['bus'],[0.9757640957832336],"[[5, 79, 1432, 1017]]"
1022,['bus'],[0.9772862195968628],"[[5, 82, 1426, 1016]]"
1023,['bus'],[0.8543367385864258],"[[4, 75, 1433, 1017]]"
1024,[],[],[]
1025,[],[],[]
1026,[],[],[]
1027,[],[],[]
1028,[],[],[]
1029,[],[],[]
1030,[],[],[]
1031,[],[],[]
1032,[],[],[]
1033,[],[],[]
1034,['bus'],[0.8036050796508789],"[[19, 69, 1426, 1016]]"
1035,['bus'],[0.9547680616378784],"[[37, 69, 1425, 1017]]"
1036,['bus'],[0.9620159268379211],"[[50, 72, 1427, 1015]]"
1037,['bus'],[0.9686217904090881],"[[63, 72, 1433, 1016]]"
1038,['bus'],[0.9713391661643982],"[[78, 71, 1432, 1016]]"
1039,['bus'],[0.9554824233055115],"[[95, 79, 1428, 1016]]"
1040,['bus'],[0.9673104882240295],"[[114, 78, 1430, 1018]]"
1041,['bus'],[0.9615187644958496],"[[135, 73, 1428, 1014]]"
1042,['bus'],[0.9546173214912415],"[[158, 71, 1434, 1019]]"
1043,"['car', 'bus']","[0.8972703814506531, 0.9589027166366577]","[[136, 326, 197, 395], [184, 71, 1430, 1018]]"
1044,"['car', 'bus']","[0.9565241932868958, 0.9503504037857056]","[[143, 322, 231, 397], [217, 71, 1433, 1017]]"
1045,"['car', 'bus']","[0.9746463894844055, 0.8471797108650208]","[[145, 317, 264, 398], [255, 70, 1435, 1020]]"
1046,"['car', 'bus']","[0.9656549096107483, 0.963714599609375]","[[154, 316, 304, 398], [298, 69, 1434, 1020]]"
1047,"['car', 'bus']","[0.972241997718811, 0.9094479084014893]","[[164, 319, 308, 399], [350, 69, 1432, 1015]]"
1048,"['car', 'car', 'car']","[0.8968944549560547, 0.8743033409118652, 0.8848930597305298]","[[175, 320, 321, 402], [212, 319, 322, 382], [175, 350, 279, 402]]"
1049,"['car', 'bus']","[0.9745633602142334, 0.9612875580787659]","[[181, 319, 335, 402], [479, 69, 1433, 1017]]"
1050,"['car', 'bus']","[0.9774156808853149, 0.966291069984436]","[[190, 320, 352, 403], [564, 68, 1434, 1016]]"
1051,['car'],[0.9765180349349976],"[[202, 319, 367, 404]]"
1052,['car'],[0.9765738248825073],"[[211, 315, 382, 405]]"
1053,['car'],[0.976477861404419],"[[220, 313, 398, 406]]"
1054,['car'],[0.9488220810890198],"[[233, 315, 414, 407]]"
1055,['car'],[0.9706439971923828],"[[244, 313, 433, 406]]"
1056,['car'],[0.9620978236198425],"[[255, 310, 451, 406]]"
1057,['car'],[0.972571849822998],"[[268, 312, 471, 409]]"
1058,['car'],[0.9724434614181519],"[[280, 312, 492, 410]]"
1059,['car'],[0.9770721197128296],"[[293, 311, 512, 417]]"
1060,['car'],[0.9689146280288696],"[[307, 309, 535, 410]]"
1061,['car'],[0.973974347114563],"[[323, 309, 560, 421]]"
1062,['car'],[0.9714356064796448],"[[338, 308, 587, 424]]"
1063,['car'],[0.9766351580619812],"[[356, 308, 614, 428]]"
1064,['car'],[0.9788405299186707],"[[375, 311, 645, 433]]"
1065,['car'],[0.977617084980011],"[[393, 309, 678, 436]]"
1066,['car'],[0.9783498644828796],"[[413, 308, 711, 440]]"
1067,['car'],[0.9783781170845032],"[[436, 309, 747, 444]]"
1068,['car'],[0.9781745076179504],"[[458, 309, 785, 448]]"
1069,['car'],[0.9800742268562317],"[[482, 309, 819, 454]]"
1070,['car'],[0.9782944321632385],"[[509, 309, 864, 458]]"
1071,['car'],[0.9787059426307678],"[[534, 313, 906, 464]]"
1072,['car'],[0.9776697158813477],"[[567, 313, 950, 473]]"
1073,['car'],[0.9782227277755737],"[[597, 314, 993, 479]]"
1074,['car'],[0.9791586399078369],"[[630, 314, 1042, 487]]"
1075,['car'],[0.9778259992599487],"[[667, 317, 1091, 495]]"
1076,['car'],[0.9769310355186462],"[[703, 322, 1145, 503]]"
1077,['car'],[0.9785110950469971],"[[742, 324, 1192, 513]]"
1078,['car'],[0.9752845168113708],"[[785, 326, 1246, 523]]"
1079,['car'],[0.969342827796936],"[[831, 330, 1296, 533]]"
1080,['car'],[0.9762279391288757],"[[876, 335, 1346, 544]]"
1081,['car'],[0.9771544933319092],"[[926, 340, 1399, 554]]"
1082,['car'],[0.9740986227989197],"[[977, 346, 1430, 567]]"
1083,['car'],[0.9768868088722229],"[[1031, 349, 1431, 578]]"
1084,['car'],[0.9734357595443726],"[[1084, 357, 1432, 560]]"
1085,['car'],[0.9663289785385132],"[[1140, 364, 1432, 555]]"
1086,['car'],[0.9675967693328857],"[[1194, 378, 1433, 553]]"
1087,['car'],[0.967228889465332],"[[1250, 390, 1435, 564]]"
1088,['car'],[0.9699302911758423],"[[1304, 399, 1434, 575]]"
1089,['car'],[0.8675202131271362],"[[1356, 412, 1434, 576]]"
1090,[],[],[]
1091,[],[],[]
1092,[],[],[]
1093,[],[],[]
1094,[],[],[]
1095,[],[],[]
1096,[],[],[]
1097,[],[],[]
1098,[],[],[]
1099,[],[],[]
1100,[],[],[]
1101,[],[],[]
1102,[],[],[]
1103,[],[],[]
1104,[],[],[]
1105,[],[],[]
1106,[],[],[]
1107,[],[],[]
1108,[],[],[]
1109,[],[],[]
1110,[],[],[]
1111,[],[],[]
1112,[],[],[]
1113,[],[],[]
1114,[],[],[]
1115,[],[],[]
1116,[],[],[]
1117,['car'],[0.7921488881111145],"[[8, 370, 28, 400]]"
1118,['car'],[0.8661600947380066],"[[8, 371, 31, 402]]"
1119,['car'],[0.8989328145980835],"[[8, 371, 37, 401]]"
1120,['car'],[0.8962399959564209],"[[8, 367, 40, 403]]"
1121,['car'],[0.9067002534866333],"[[8, 371, 48, 406]]"
1122,['car'],[0.8969371318817139],"[[10, 374, 47, 407]]"
1123,"['car', 'car']","[0.9395501613616943, 0.8084115386009216]","[[9, 366, 53, 404], [760, 257, 786, 278]]"
1124,"['car', 'car']","[0.9516851305961609, 0.812602698802948]","[[9, 361, 53, 406], [760, 257, 786, 278]]"
1125,"['car', 'car']","[0.9402747750282288, 0.8124513626098633]","[[9, 360, 57, 403], [760, 257, 786, 278]]"
1126,"['car', 'car']","[0.9119265675544739, 0.7924564480781555]","[[8, 364, 59, 406], [760, 257, 786, 278]]"
1127,"['car', 'car', 'car']","[0.8730639219284058, 0.9491344690322876, 0.8056463003158569]","[[1402, 340, 1430, 366], [8, 361, 63, 406], [760, 258, 786, 278]]"
1128,"['car', 'car', 'car']","[0.962868332862854, 0.814057469367981, 0.8851293325424194]","[[8, 361, 65, 411], [760, 258, 786, 278], [1378, 327, 1429, 379]]"
1129,"['car', 'car', 'car']","[0.9593402147293091, 0.8102412819862366, 0.9762879610061646]","[[8, 360, 69, 413], [760, 258, 786, 278], [1352, 314, 1430, 383]]"
1130,"['car', 'car', 'car']","[0.9487656354904175, 0.7935805916786194, 0.9795430302619934]","[[8, 360, 72, 413], [760, 258, 786, 278], [1330, 307, 1429, 383]]"
1131,"['car', 'car', 'car']","[0.9611144065856934, 0.7943674325942993, 0.9807785153388977]","[[9, 361, 77, 412], [760, 258, 786, 278], [1307, 301, 1430, 383]]"
1132,"['car', 'car', 'car']","[0.9463236927986145, 0.7915118336677551, 0.9799618721008301]","[[9, 358, 82, 415], [760, 258, 786, 278], [1281, 297, 1429, 382]]"
1133,"['car', 'car', 'car']","[0.7899789214134216, 0.9639581441879272, 0.9748446345329285]","[[760, 258, 786, 278], [10, 358, 87, 418], [1257, 293, 1429, 379]]"
1134,"['car', 'car']","[0.9591904282569885, 0.9752830862998962]","[[11, 358, 91, 420], [1249, 289, 1429, 383]]"
1135,"['car', 'car']","[0.9482613801956177, 0.9377328753471375]","[[15, 358, 96, 413], [1248, 286, 1424, 374]]"
1136,"['truck', 'car', 'car', 'car']","[0.7973098158836365, 0.9674628376960754, 0.7917654514312744, 0.8924091458320618]","[[1250, 284, 1388, 363], [19, 357, 100, 417], [760, 257, 786, 278], [1182, 298, 1223, 348]]"
1137,"['car', 'car', 'car']","[0.853310227394104, 0.9518637657165527, 0.9695428013801575]","[[322, 240, 403, 304], [1156, 281, 1366, 364], [17, 351, 106, 428]]"
1138,"['car', 'car', 'car']","[0.969898521900177, 0.9527028799057007, 0.8186007142066956]","[[17, 351, 110, 429], [1134, 275, 1344, 365], [322, 241, 405, 305]]"
1139,"['truck', 'car', 'car']","[0.909518837928772, 0.9672943353652954, 0.8370904922485352]","[[1112, 186, 1319, 362], [20, 352, 118, 430], [1112, 272, 1319, 363]]"
1140,"['car', 'car', 'car', 'car']","[0.8285055160522461, 0.8426830172538757, 0.9666066765785217, 0.9638899564743042]","[[322, 242, 405, 305], [1327, 302, 1428, 334], [17, 352, 124, 431], [1087, 269, 1290, 357]]"
1141,"['car', 'car', 'car']","[0.8343892097473145, 0.9529436230659485, 0.9659695625305176]","[[322, 242, 405, 305], [18, 352, 131, 433], [1061, 265, 1264, 347]]"
1142,"['car', 'car']","[0.9593505859375, 0.9808930158615112]","[[18, 352, 138, 434], [1038, 264, 1228, 349]]"
1143,"['car', 'car', 'car']","[0.8094983100891113, 0.9389291405677795, 0.9725362062454224]","[[322, 242, 404, 305], [33, 353, 144, 436], [1015, 260, 1218, 337]]"
1144,"['car', 'car', 'car']","[0.8197483420372009, 0.9093033075332642, 0.9678993225097656]","[[322, 242, 405, 305], [37, 354, 155, 436], [991, 260, 1193, 339]]"
1145,"['car', 'car', 'car']","[0.9333890676498413, 0.8121137619018555, 0.9682109951972961]","[[47, 349, 165, 438], [322, 242, 404, 305], [967, 257, 1174, 332]]"
1146,"['car', 'car', 'car']","[0.9588836431503296, 0.8114780187606812, 0.9645738005638123]","[[51, 351, 174, 439], [322, 242, 404, 305], [946, 257, 1149, 329]]"
1147,"['car', 'car', 'car']","[0.9478697776794434, 0.8069347739219666, 0.9736935496330261]","[[58, 350, 184, 445], [321, 242, 405, 305], [927, 254, 1121, 328]]"
1148,"['car', 'car', 'car']","[0.9618064165115356, 0.8109089732170105, 0.9763382077217102]","[[58, 351, 194, 448], [321, 243, 405, 305], [906, 253, 1100, 329]]"
1149,"['car', 'car', 'car']","[0.8296477198600769, 0.9735402464866638, 0.9676157832145691]","[[322, 243, 405, 305], [66, 354, 204, 447], [884, 253, 1075, 327]]"
1150,"['car', 'car', 'car']","[0.9602689743041992, 0.9747069478034973, 0.8282055258750916]","[[72, 352, 237, 451], [864, 251, 1059, 324], [322, 242, 405, 305]]"
1151,"['truck', 'car', 'car', 'car']","[0.7898882031440735, 0.916900098323822, 0.9745594263076782, 0.8297577500343323]","[[80, 349, 227, 454], [80, 350, 227, 454], [843, 250, 1039, 321], [322, 242, 405, 304]]"
1152,"['car', 'car', 'car']","[0.9763451814651489, 0.9746016263961792, 0.7847374677658081]","[[86, 354, 243, 458], [824, 250, 1020, 322], [322, 242, 405, 305]]"
1153,"['car', 'car']","[0.9725338220596313, 0.9759931564331055]","[[89, 356, 252, 456], [802, 249, 1000, 316]]"
1154,"['car', 'car', 'car']","[0.9664439558982849, 0.9704731702804565, 0.8004344701766968]","[[93, 355, 264, 460], [784, 248, 980, 316], [322, 241, 407, 304]]"
1155,"['car', 'car', 'car']","[0.9746325612068176, 0.8099047541618347, 0.9733529090881348]","[[101, 355, 279, 465], [322, 241, 407, 304], [767, 249, 959, 316]]"
1156,"['truck', 'car', 'car', 'car']","[0.8891180753707886, 0.9755548238754272, 0.832042396068573, 0.9181835651397705]","[[750, 248, 940, 316], [105, 354, 295, 465], [322, 242, 406, 304], [750, 249, 939, 316]]"
1157,"['car', 'car', 'car']","[0.9735310673713684, 0.8032729029655457, 0.973361074924469]","[[113, 354, 313, 469], [322, 242, 407, 304], [735, 248, 921, 311]]"
1158,"['car', 'car']","[0.9715402722358704, 0.9790456295013428]","[[108, 355, 329, 475], [718, 249, 901, 311]]"
1159,"['car', 'car']","[0.971794843673706, 0.9747971296310425]","[[142, 356, 350, 481], [703, 248, 881, 309]]"
